gp,min,pts,fg,3p_made,3p,ftm,ft,oreb,dreb,ast,stl,blk,tov,target_5yrs,points_per_minute,efficiency_rating
61,28.8,14.7,41.2,1.0,31.0,2.6,74.6,0.4,2.1,3.0,1.0,0.3,2.0,1,0.5104166666666666,19.4
82,28.0,8.8,42.8,0.9,35.0,1.2,80.6,1.3,2.7,0.9,0.7,0.5,1.2,1,0.31428571428571433,13.700000000000001
77,26.4,7.9,43.8,0.0,0.0,1.6,76.4,2.1,3.6,1.2,0.5,0.9,1.2,1,0.29924242424242425,15.0
76,26.0,8.2,46.1,0.4,27.4,1.0,57.0,1.6,2.8,0.7,1.2,0.8,0.9,1,0.3153846153846154,14.399999999999999
78,26.0,9.0,45.8,0.0,22.2,1.8,74.9,1.7,4.2,1.5,0.7,0.9,1.3,1,0.34615384615384615,16.599999999999998
81,25.4,9.2,43.9,0.6,35.9,1.8,75.8,0.7,3.5,1.2,0.6,0.2,1.3,1,0.3622047244094488,13.999999999999996
61,23.2,6.2,37.2,0.5,32.6,1.0,54.6,0.3,1.5,2.1,0.4,0.1,1.2,1,0.26724137931034486,9.4
12,15.5,4.7,35.8,0.8,32.3,0.7,66.7,0.3,2.3,1.3,0.9,0.2,0.6,0,0.3032258064516129,9.100000000000001
60,20.7,7.9,60.8,0.0,50.0,1.0,37.1,2.8,4.8,0.5,1.0,1.6,0.9,1,0.3816425120772947,17.700000000000003
45,19.8,6.0,49.3,0.0,20.0,1.0,74.6,2.0,3.8,0.8,0.5,0.5,0.6,0,0.30303030303030304,13.100000000000001
69,17.5,5.5,54.5,0.0,42.9,1.0,80.9,1.2,2.5,0.5,0.2,0.6,0.7,1,0.3142857142857143,9.799999999999999
41,17.4,5.6,41.8,0.9,37.5,0.8,82.9,1.1,1.6,2.9,0.9,0.5,1.1,1,0.3218390804597701,11.500000000000002
78,17.3,5.0,38.4,0.8,32.8,0.6,64.4,0.4,1.9,1.2,0.8,0.2,0.6,1,0.2890173410404624,9.0
78,17.0,7.1,41.7,0.8,38.6,0.9,90.9,0.2,1.0,2.8,0.5,0.0,0.9,1,0.41764705882352937,10.699999999999998
73,17.0,6.4,40.7,0.9,33.2,0.4,71.4,0.5,1.5,0.7,0.6,0.2,0.7,1,0.3764705882352941,9.2
56,15.4,8.7,47.9,1.1,42.1,1.1,75.9,0.6,1.5,0.5,0.3,0.2,0.9,0,0.5649350649350648,10.899999999999999
70,15.1,4.8,43.0,0.0,0.0,0.8,52.3,1.7,2.8,0.7,0.6,0.4,1.3,1,0.31788079470198677,9.7
61,14.8,6.1,44.6,0.9,38.4,1.0,84.3,0.3,1.3,0.9,0.2,0.2,0.7,1,0.4121621621621621,8.2
48,14.6,3.0,37.1,0.5,31.5,0.2,57.1,0.1,0.8,3.0,0.5,0.1,1.2,0,0.20547945205479454,6.3
79,13.4,2.9,32.7,0.2,20.9,0.6,81.8,0.7,2.6,0.7,0.5,0.3,0.7,1,0.21641791044776118,6.999999999999999
52,13.3,2.3,40.7,0.4,39.3,0.2,100.0,0.2,1.3,0.8,0.3,0.2,0.4,0,0.17293233082706766,4.699999999999999
63,13.1,6.0,48.2,0.0,0.0,0.9,53.3,1.8,2.9,0.5,0.3,0.7,0.8,1,0.4580152671755725,11.399999999999999
11,13.7,4.8,41.5,0.3,20.0,1.5,88.9,0.2,0.7,0.8,0.5,0.1,0.2,0,0.35036496350364965,6.8999999999999995
63,12.7,3.7,43.6,0.1,25.7,0.5,66.7,0.3,1.4,0.3,0.3,0.3,0.5,0,0.2913385826771654,5.8
47,12.3,3.3,36.8,0.3,37.8,0.4,58.8,0.2,0.8,0.7,0.3,0.0,0.6,0,0.26829268292682923,4.7
73,12.2,4.0,38.2,0.1,13.8,0.7,76.9,0.5,1.5,0.8,0.5,0.1,0.8,1,0.3278688524590164,6.6
51,12.1,4.0,40.0,0.7,38.3,0.5,71.9,0.4,1.8,0.9,0.2,0.2,0.6,0,0.3305785123966942,6.900000000000001
47,11.5,3.7,58.2,0.0,0.0,0.4,64.3,1.6,1.5,0.2,0.4,0.2,0.4,0,0.32173913043478264,7.200000000000001
57,11.2,4.1,51.3,0.0,0.0,0.5,66.7,1.1,2.5,0.9,0.2,0.5,0.7,1,0.36607142857142855,8.7
46,9.9,2.8,51.5,0.0,0.0,0.5,61.0,1.1,1.7,0.1,0.3,0.8,0.4,0,0.2828282828282828,6.399999999999999
41,9.9,2.9,37.5,0.3,28.0,0.5,72.4,0.2,0.7,0.6,0.4,0.1,0.5,0,0.29292929292929293,4.3999999999999995
30,25.7,5.8,40.0,0.8,32.5,0.7,72.4,1.5,2.0,1.5,0.7,0.3,0.7,0,0.22568093385214008,11.100000000000001
40,9.4,4.6,47.6,0.0,0.0,1.1,76.8,1.0,1.8,0.3,0.1,0.1,0.5,1,0.4893617021276595,7.399999999999999
48,8.2,2.1,38.1,0.1,17.4,0.2,56.3,0.1,0.9,1.3,0.2,0.1,0.7,0,0.25609756097560976,3.8999999999999995
35,7.8,2.6,38.4,0.1,25.0,0.6,72.4,0.4,0.4,1.2,0.2,0.1,0.8,0,0.33333333333333337,4.1000000000000005
27,7.5,2.8,29.5,0.3,22.6,0.6,89.5,0.0,0.2,1.0,0.2,0.0,0.6,0,0.3733333333333333,3.6999999999999997
23,6.4,3.1,35.3,0.4,30.0,0.6,100.0,0.2,0.6,0.2,0.1,0.1,0.3,1,0.484375,4.0
66,32.3,12.8,41.5,1.6,38.0,1.6,75.9,0.5,2.7,3.8,0.7,0.1,2.6,1,0.3962848297213623,18.0
56,29.4,12.6,42.8,0.8,31.3,2.0,76.4,1.3,2.3,2.3,0.9,0.3,2.1,0,0.4285714285714286,17.599999999999998
59,28.9,9.5,40.1,0.8,30.6,1.5,79.8,0.7,2.4,2.8,1.7,0.1,1.9,1,0.32871972318339104,15.4
63,28.6,9.5,45.2,1.0,33.7,0.7,55.1,1.4,3.3,2.1,1.2,0.5,1.3,1,0.33216783216783213,16.8
66,27.2,12.1,36.6,1.0,30.5,2.5,78.9,0.5,3.1,4.4,0.9,0.3,1.8,1,0.44485294117647056,19.4
65,25.5,11.5,44.8,1.3,37.9,2.4,83.2,0.7,1.8,4.1,0.8,0.1,1.6,1,0.45098039215686275,17.5
66,24.4,12.5,44.3,1.7,41.4,1.2,86.8,0.4,2.1,2.0,0.7,0.3,1.6,1,0.5122950819672132,16.299999999999997
64,24.0,7.9,49.3,0.6,37.6,1.1,77.3,1.6,3.5,1.1,1.3,0.4,0.7,1,0.32916666666666666,15.100000000000001
22,13.5,3.5,31.3,0.1,11.1,1.0,82.1,0.3,1.1,2.1,0.6,0.3,1.3,0,0.25925925925925924,6.699999999999999
46,22.5,10.2,58.6,0.0,0.0,2.4,66.5,3.1,4.6,0.8,0.7,1.0,1.2,1,0.4533333333333333,19.2
66,21.7,4.6,37.2,0.7,34.6,0.5,68.2,0.7,2.9,0.7,1.1,0.5,0.6,0,0.2119815668202765,9.799999999999999
66,21.5,8.8,41.2,0.6,26.8,2.1,69.7,1.2,3.5,0.6,0.5,0.5,1.2,1,0.4093023255813954,13.9
33,20.3,5.5,39.9,0.1,8.0,0.7,76.7,0.5,1.5,3.2,0.4,0.1,1.5,1,0.270935960591133,9.7
63,19.5,7.4,39.9,0.7,34.7,1.2,71.7,1.1,3.3,1.0,0.7,0.7,1.1,1,0.3794871794871795,13.1
65,19.4,6.8,39.3,0.3,27.6,1.0,77.6,0.3,1.1,2.0,0.7,0.0,1.6,1,0.3505154639175258,9.299999999999999
61,18.6,7.6,38.6,1.3,36.1,0.7,83.3,0.3,0.9,1.8,0.5,0.1,1.1,1,0.4086021505376344,10.1
51,17.5,5.8,44.7,0.1,15.0,0.7,87.2,0.2,1.2,3.3,0.7,0.1,1.2,0,0.3314285714285714,9.999999999999998
34,13.4,4.9,44.6,0.4,31.6,0.7,63.2,0.6,1.2,0.6,0.3,0.3,0.6,0,0.3656716417910448,7.3
56,16.7,6.4,51.3,0.0,33.3,1.3,72.0,1.2,2.9,0.6,0.8,0.3,1.2,0,0.38323353293413176,10.900000000000002
59,15.9,7.2,42.9,0.3,33.3,1.8,72.7,1.0,1.3,0.9,0.5,0.1,0.9,1,0.4528301886792453,10.0
41,15.2,4.1,47.3,0.0,0.0,0.3,78.6,1.1,3.0,0.8,0.3,0.4,0.5,1,0.26973684210526316,9.300000000000002
42,15.0,4.0,45.2,0.0,0.0,1.2,83.9,1.2,1.8,0.3,0.2,0.2,0.6,1,0.26666666666666666,7.1000000000000005
43,14.8,4.6,50.7,0.0,0.0,1.0,65.2,1.5,2.1,0.3,0.5,0.3,0.5,0,0.31081081081081074,8.8
37,14.6,4.4,42.3,0.5,33.9,0.4,61.5,1.3,2.6,0.3,0.6,0.5,0.5,0,0.30136986301369867,9.200000000000001
55,13.9,2.9,54.5,0.0,0.0,0.5,70.7,0.9,2.3,0.5,0.7,1.6,0.6,0,0.20863309352517984,8.3
42,13.5,4.9,42.1,0.0,0.0,0.7,55.8,1.3,2.0,0.4,0.4,0.5,0.9,0,0.362962962962963,8.6
19,12.8,3.3,39.0,0.1,20.0,0.7,82.4,0.5,0.9,1.6,0.4,0.2,0.9,0,0.25781249999999994,5.999999999999999
44,12.3,3.8,37.2,0.3,28.9,0.5,71.4,0.4,0.9,1.4,0.4,0.1,0.9,0,0.30894308943089427,6.1
64,12.2,3.6,40.0,0.2,28.6,0.7,71.2,0.2,1.3,2.0,0.4,0.0,0.8,1,0.2950819672131148,6.6000000000000005
46,12.1,4.7,50.8,0.1,33.3,0.5,75.0,1.0,1.6,0.5,0.3,0.4,0.4,1,0.38842975206611574,8.100000000000001
42,11.4,5.0,46.7,0.1,26.1,1.0,81.5,0.7,1.7,0.5,0.3,0.2,0.7,1,0.43859649122807015,7.7
38,11.1,3.9,32.5,0.1,20.0,1.1,70.0,0.2,0.7,0.9,0.1,0.2,1.0,0,0.35135135135135137,5.0
40,10.5,4.4,39.1,0.7,37.3,0.3,91.7,0.1,0.7,0.5,0.1,0.0,0.5,0,0.41904761904761906,5.3
26,9.9,4.4,43.2,0.7,36.2,0.1,40.0,0.4,2.0,0.8,0.1,0.1,0.6,1,0.4444444444444445,7.2
26,9.7,2.2,42.4,0.0,0.0,0.2,50.0,0.5,1.7,0.2,0.1,0.8,0.3,0,0.22680412371134023,5.2
26,12.2,2.8,38.9,0.6,37.5,0.1,50.0,0.3,0.8,1.0,0.4,0.3,0.6,0,0.22950819672131148,4.9
44,9.6,2.9,33.3,0.2,26.3,0.4,59.3,0.3,0.6,1.3,0.3,0.0,1.1,0,0.3020833333333333,4.199999999999999
38,8.7,2.9,38.1,0.4,37.8,0.2,100.0,0.1,0.8,0.9,0.3,0.1,0.6,1,0.33333333333333337,4.5
42,8.5,2.6,40.5,0.0,18.2,1.0,76.8,0.5,0.8,0.3,0.3,0.1,0.3,1,0.3058823529411765,4.3
36,8.3,3.2,44.6,0.0,0.0,0.2,66.7,0.6,1.1,0.2,0.1,0.4,0.4,0,0.38554216867469876,5.1000000000000005
82,38.0,22.5,50.6,0.1,29.2,5.4,64.2,3.3,8.8,3.8,0.8,0.6,2.7,1,0.5921052631578947,37.099999999999994
69,37.8,16.4,40.9,0.5,29.6,4.4,76.6,0.5,4.1,8.3,1.8,0.5,3.8,1,0.43386243386243384,27.8
82,31.0,9.7,49.7,1.0,39.3,1.4,76.9,1.3,5.1,1.9,1.0,0.2,1.3,1,0.3129032258064516,17.9
81,28.5,14.1,43.0,0.0,16.7,3.4,68.7,2.7,6.0,2.5,1.1,0.8,3.3,1,0.49473684210526314,23.8
80,27.8,9.4,55.1,0.0,0.0,1.8,62.2,3.1,4.4,1.3,1.2,0.6,1.0,1,0.3381294964028777,19.0
79,26.2,9.0,39.7,1.3,35.6,0.8,69.6,0.6,2.4,1.9,0.7,0.7,1.2,1,0.3435114503816794,14.1
65,24.6,7.7,57.6,0.0,0.0,1.1,55.5,2.6,4.5,0.6,0.6,1.0,0.7,1,0.3130081300813008,16.3
42,24.5,11.7,38.4,0.8,25.8,1.7,86.9,0.7,1.8,2.8,0.9,0.1,2.0,0,0.4775510204081632,16.0
78,23.0,7.2,42.5,0.2,31.8,1.3,80.8,0.5,3.4,2.0,0.6,0.2,1.0,1,0.3130434782608696,12.899999999999999
81,22.7,6.7,42.4,0.4,27.6,1.2,74.4,0.8,1.9,3.6,1.1,0.3,2.4,1,0.29515418502202645,12.1
80,21.1,9.8,45.1,1.6,41.9,1.1,80.8,0.3,2.2,1.2,0.3,0.1,1.0,1,0.46445497630331756,12.9
61,20.7,7.8,45.3,0.7,29.7,1.3,76.2,0.6,3.1,1.1,1.0,0.4,1.1,1,0.37681159420289856,12.9
78,19.7,6.8,51.7,0.0,0.0,1.3,59.5,2.2,3.1,0.5,0.4,0.9,1.0,1,0.34517766497461927,12.9
15,11.0,5.4,43.5,0.3,44.4,1.5,76.7,0.1,1.1,1.9,0.4,0.2,0.7,0,0.49090909090909096,8.5
81,17.9,5.6,39.4,0.6,31.5,1.1,77.3,0.9,2.4,0.7,0.7,0.3,1.3,1,0.3128491620111732,9.299999999999997
58,17.8,4.1,43.7,0.0,0.0,0.7,65.6,1.4,1.7,0.7,0.4,1.5,0.8,1,0.23033707865168537,8.999999999999998
54,17.3,5.9,37.4,0.6,37.0,1.3,76.3,0.7,1.9,1.6,0.6,0.1,1.2,0,0.34104046242774566,9.6
72,16.9,5.4,48.5,0.5,47.3,1.0,71.1,0.6,1.4,1.1,0.4,0.3,1.0,1,0.31952662721893493,8.100000000000001
52,16.7,6.3,55.8,0.0,0.0,0.6,71.4,1.7,2.2,0.8,0.3,0.7,0.6,1,0.37724550898203596,11.3
65,16.4,5.3,54.9,0.0,0.0,1.0,67.3,1.5,2.4,0.5,0.5,0.7,0.6,1,0.3231707317073171,10.299999999999999
60,14.5,4.3,43.3,0.0,0.0,0.5,56.0,1.0,2.0,0.3,0.4,1.2,0.6,1,0.296551724137931,8.6
49,13.1,3.9,38.3,0.3,24.2,0.4,73.1,0.8,2.1,0.6,0.3,0.3,0.3,0,0.29770992366412213,7.699999999999999
66,11.1,2.8,40.6,0.3,36.0,0.4,70.6,0.3,1.0,0.4,0.3,0.1,0.2,1,0.25225225225225223,4.699999999999999
42,10.4,3.8,42.4,0.1,37.5,0.8,58.9,0.7,0.7,1.6,0.3,0.2,0.6,0,0.36538461538461536,6.800000000000001
43,10.3,2.3,37.4,0.1,30.0,0.3,57.1,0.2,0.9,1.8,0.4,0.1,0.8,1,0.22330097087378636,4.9
42,10.0,3.8,35.7,0.4,28.3,0.8,78.6,0.5,1.1,0.7,0.3,0.2,0.5,0,0.38,6.2
49,9.4,3.6,66.1,0.0,0.0,0.5,70.3,0.7,1.2,0.5,0.3,0.3,0.4,1,0.3829787234042553,6.299999999999999
18,7.9,1.0,53.3,0.0,0.0,0.1,50.0,0.7,1.2,0.2,0.3,0.4,0.4,1,0.12658227848101264,3.4
38,7.3,2.9,45.5,0.1,41.7,0.3,59.1,0.3,0.7,1.2,0.1,0.0,1.0,0,0.3972602739726027,4.1
22,7.2,2.3,35.6,0.0,10.0,0.4,53.3,0.3,0.7,1.1,0.2,0.1,0.8,0,0.3194444444444444,3.9000000000000004
41,5.2,2.0,48.5,0.0,0.0,0.4,73.9,0.5,0.6,0.2,0.1,0.2,0.5,0,0.3846153846153846,3.0000000000000004
72,37.2,20.1,45.8,0.5,25.5,4.8,74.8,0.9,4.4,5.8,1.5,0.4,3.0,1,0.5403225806451613,30.1
80,36.2,17.5,46.2,2.1,43.7,2.2,88.5,0.6,3.9,5.9,1.9,0.2,3.0,1,0.48342541436464087,26.999999999999996
82,32.6,15.5,37.1,1.8,37.4,2.7,81.7,0.6,2.8,5.7,1.3,0.2,2.4,1,0.4754601226993865,23.7
22,10.6,2.5,27.7,0.5,26.2,0.3,87.5,0.0,1.6,0.5,0.3,0.1,0.4,0,0.2358490566037736,4.599999999999999
81,28.9,13.5,41.7,1.0,35.8,2.8,82.6,0.3,2.1,4.4,1.0,0.0,2.9,0,0.4671280276816609,18.400000000000002
76,27.8,12.4,47.7,0.6,40.0,1.9,85.1,0.5,2.0,5.7,1.0,0.1,2.7,1,0.4460431654676259,19.000000000000004
82,26.9,9.0,49.4,0.0,0.0,1.4,64.6,2.8,4.7,0.9,0.6,1.3,1.4,1,0.3345724907063197,17.900000000000002
73,25.6,14.5,45.1,1.6,37.4,2.0,81.4,1.0,1.9,1.6,0.8,0.1,1.0,1,0.56640625,18.900000000000002
82,24.7,9.4,48.3,0.8,38.2,2.0,82.9,0.6,1.7,1.5,0.8,0.2,1.1,1,0.38056680161943324,13.1
73,24.2,8.0,44.2,0.8,39.0,0.9,75.6,0.8,1.8,3.8,1.1,0.3,2.1,1,0.3305785123966942,13.7
76,22.9,9.9,40.3,1.2,37.5,2.6,80.8,0.6,2.6,1.8,1.1,0.3,1.4,1,0.4323144104803494,14.900000000000004
78,22.6,8.4,40.1,0.4,31.0,1.3,71.5,0.6,3.9,2.9,0.6,0.1,1.6,0,0.3716814159292035,14.900000000000004
20,10.0,3.4,39.3,0.4,29.2,0.6,85.7,0.2,1.8,0.7,0.3,0.3,0.7,0,0.33999999999999997,6.0
77,21.6,8.6,49.8,0.1,25.0,1.9,76.3,0.9,2.0,0.7,0.6,0.2,0.8,1,0.3981481481481481,12.199999999999998
65,20.3,8.3,51.5,0.5,41.0,1.6,75.7,0.6,1.3,3.1,0.7,0.0,1.3,1,0.4088669950738916,12.7
74,20.1,8.9,44.1,1.2,36.9,0.9,77.0,0.5,2.5,1.2,0.5,0.1,0.7,1,0.4427860696517413,13.0
56,19.4,8.6,45.8,1.2,38.9,1.0,80.9,0.7,1.2,2.0,0.8,0.1,1.0,1,0.443298969072165,12.4
82,18.2,7.8,55.6,0.0,0.0,1.1,54.7,2.4,4.0,0.8,0.6,0.5,1.4,1,0.4285714285714286,14.700000000000001
76,18.2,6.6,42.4,0.8,39.5,0.8,87.1,0.4,1.7,1.0,0.3,0.1,1.0,1,0.3626373626373626,9.1
80,16.5,7.4,45.1,0.1,19.6,1.7,77.7,1.0,1.6,0.7,0.4,0.3,1.2,0,0.4484848484848485,10.100000000000001
81,15.7,4.7,41.8,0.3,31.0,0.6,72.2,0.3,1.3,3.3,0.5,0.1,1.1,1,0.2993630573248408,9.100000000000001
56,15.4,7.3,41.0,1.1,34.5,1.1,80.0,0.2,1.4,1.9,0.6,0.1,1.1,1,0.474025974025974,10.4
82,32.0,18.3,54.2,0.4,34.1,2.7,81.1,2.8,7.7,2.0,0.7,1.7,2.2,0,0.571875,31.000000000000004
47,13.3,5.2,49.3,0.0,0.0,1.0,67.6,1.6,2.1,0.4,0.3,0.5,0.6,1,0.39097744360902253,9.500000000000002
69,13.3,5.1,46.4,0.4,30.5,0.7,82.1,0.5,2.0,0.5,0.4,0.4,0.7,1,0.38345864661654133,8.200000000000001
60,13.1,4.5,50.2,0.0,0.0,0.9,75.4,0.9,1.9,0.6,0.2,0.6,0.5,0,0.3435114503816794,8.2
52,12.6,2.8,53.4,0.0,0.0,0.7,59.7,2.0,2.1,0.4,0.3,0.1,0.4,0,0.2222222222222222,7.299999999999999
27,12.4,5.0,43.6,0.5,35.1,1.3,70.0,0.2,0.9,0.8,0.5,0.2,1.0,1,0.4032258064516129,6.6
60,12.0,4.7,38.8,0.7,31.8,0.5,79.5,0.1,1.5,0.7,0.3,0.1,0.4,1,0.39166666666666666,7.0
63,11.2,3.9,49.5,0.0,0.0,0.5,64.6,0.9,1.7,0.2,0.4,0.3,0.2,1,0.34821428571428575,7.1000000000000005
71,11.2,2.9,39.6,0.0,0.0,0.5,62.3,0.7,1.4,0.5,0.4,0.1,0.3,1,0.25892857142857145,5.7
39,10.4,2.7,66.2,0.0,0.0,0.5,90.0,0.6,1.9,0.0,0.2,0.4,0.3,1,0.25961538461538464,5.500000000000001
71,10.1,3.2,39.6,0.1,21.9,0.6,83.7,0.1,0.9,1.7,0.5,0.1,0.7,1,0.31683168316831684,5.7
57,9.4,3.3,46.3,0.0,28.6,0.8,66.7,0.5,0.8,0.3,0.4,0.2,0.3,0,0.351063829787234,5.3
44,9.2,3.0,35.4,0.3,35.7,0.6,71.1,0.3,0.7,0.4,0.2,0.2,0.4,0,0.32608695652173914,4.4
43,8.3,2.6,35.6,0.1,21.1,0.8,74.5,0.3,0.9,0.3,0.2,0.2,0.3,1,0.3132530120481928,4.300000000000001
43,8.3,2.6,35.6,0.1,21.1,0.8,74.5,0.3,0.9,0.3,0.2,0.2,0.3,1,0.3132530120481928,4.300000000000001
51,7.5,2.7,37.1,0.0,40.0,0.5,72.2,0.4,0.9,0.4,0.1,0.3,0.5,1,0.36000000000000004,4.2
12,6.3,1.7,30.0,0.1,16.7,0.6,58.3,0.2,0.5,1.2,0.3,0.2,0.9,0,0.2698412698412698,3.1999999999999997
18,6.2,2.4,37.2,0.5,32.1,0.2,60.0,0.3,0.8,0.0,0.1,0.1,0.3,0,0.3870967741935484,3.4000000000000004
53,30.0,17.5,50.8,0.0,16.7,2.5,68.6,2.3,4.7,1.2,0.4,1.1,2.3,0,0.5833333333333334,24.9
25,5.2,2.3,39.6,0.2,31.3,0.4,84.6,0.3,0.4,0.5,0.3,0.1,0.6,0,0.44230769230769224,3.3
82,38.0,18.5,43.8,1.8,38.4,3.0,87.9,0.7,3.1,3.2,1.1,0.2,2.8,1,0.4868421052631579,24.0
81,37.0,16.8,47.5,0.2,22.2,2.4,78.8,1.2,2.7,6.3,0.8,0.2,2.5,1,0.4540540540540541,25.5
78,34.3,16.1,45.6,1.7,38.9,3.8,85.4,0.6,2.0,2.8,1.0,0.5,2.1,1,0.4693877551020409,20.900000000000002
82,32.5,15.3,39.8,0.4,27.1,4.3,81.5,2.2,2.7,5.3,1.3,0.2,3.3,1,0.4707692307692308,23.700000000000003
82,32.0,10.0,42.0,1.4,36.7,1.8,76.7,0.5,2.3,4.9,1.9,0.1,2.0,1,0.3125,17.700000000000003
82,30.5,13.0,53.1,0.0,0.0,2.1,79.3,2.7,5.4,1.0,0.5,1.8,1.8,1,0.4262295081967213,22.6
82,28.1,11.1,49.7,0.0,0.0,2.4,69.2,2.9,4.5,1.1,0.6,0.7,1.8,1,0.395017793594306,19.1
72,26.5,11.8,43.0,1.5,43.9,2.9,89.3,0.2,1.6,3.5,0.6,0.0,1.6,1,0.44528301886792454,16.1
78,28.6,6.4,42.2,0.4,27.6,1.0,68.4,1.0,4.1,1.5,0.9,0.3,1.2,0,0.22377622377622378,13.100000000000003
81,25.3,11.1,45.9,0.0,10.5,3.3,78.9,3.4,5.7,1.0,0.4,0.6,1.5,1,0.4387351778656126,20.7
77,25.2,8.4,45.0,1.1,40.4,1.0,83.0,0.2,2.1,1.2,1.0,0.2,0.9,1,0.33333333333333337,12.199999999999998
81,24.8,13.9,47.2,0.4,40.7,2.3,77.2,1.4,4.1,1.0,0.5,0.5,1.5,1,0.5604838709677419,19.8
75,24.0,8.1,42.3,1.0,37.3,0.6,69.7,0.5,2.7,0.9,0.5,0.5,1.0,1,0.33749999999999997,12.1
67,22.6,10.1,47.8,1.3,46.7,1.2,87.0,1.2,1.8,1.2,0.5,0.2,0.8,1,0.4469026548672566,14.199999999999998
61,21.5,8.9,56.4,0.0,0.0,2.4,63.7,2.8,4.2,0.5,0.4,1.1,1.4,0,0.41395348837209306,16.5
56,20.8,5.3,45.9,0.6,34.4,0.7,70.7,0.6,1.8,1.8,0.8,0.5,1.2,0,0.2548076923076923,9.500000000000002
66,19.9,7.4,39.3,1.0,36.5,1.5,84.5,1.6,3.1,0.8,0.7,0.3,0.9,1,0.3718592964824121,13.000000000000002
76,19.3,5.6,43.8,0.0,0.0,0.5,66.7,1.4,3.1,0.6,0.7,0.7,0.6,1,0.29015544041450775,11.599999999999998
77,16.5,5.7,40.3,0.3,32.9,1.5,78.1,0.4,1.7,1.8,0.6,0.3,1.0,1,0.34545454545454546,9.500000000000002
79,16.0,7.7,50.2,0.0,25.0,1.3,77.3,1.6,2.2,0.4,0.3,0.7,0.6,1,0.48125,12.200000000000001
75,15.2,6.5,49.4,0.0,0.0,1.4,66.0,1.6,2.3,0.3,0.4,1.0,0.8,1,0.4276315789473684,11.3
51,15.1,5.7,41.2,0.3,32.5,1.1,69.1,0.4,1.3,2.1,0.7,0.0,1.4,0,0.3774834437086093,8.799999999999999
53,14.5,4.3,63.3,0.0,0.0,0.8,38.5,1.4,3.1,0.2,0.2,1.1,0.8,1,0.296551724137931,9.499999999999998
70,14.4,7.1,47.1,0.0,0.0,1.4,66.7,1.6,1.8,0.7,0.3,1.1,0.8,1,0.4930555555555555,11.899999999999999
68,13.7,5.3,39.2,0.7,34.6,0.5,79.1,0.2,0.6,1.7,0.3,0.0,0.9,0,0.38686131386861317,7.199999999999999
80,28.2,13.2,41.0,1.6,35.1,1.8,73.7,0.6,2.8,3.3,1.2,0.2,2.5,0,0.46808510638297873,18.799999999999997
44,13.3,4.9,46.0,0.1,25.0,1.2,82.3,0.3,0.8,1.2,0.3,0.2,0.7,1,0.3684210526315789,7.0
53,12.4,4.3,36.5,0.1,25.9,1.6,80.6,0.2,0.9,1.5,0.3,0.0,1.1,1,0.34677419354838707,6.1
59,12.1,4.7,41.6,0.3,34.8,1.0,69.9,0.7,1.2,0.7,0.3,0.5,0.9,1,0.38842975206611574,7.199999999999999
60,9.3,2.8,40.6,0.4,39.4,0.3,64.0,0.2,0.6,2.0,0.5,0.0,1.1,1,0.30107526881720426,4.9
48,11.8,4.7,50.8,0.0,0.0,0.8,70.6,1.0,1.8,0.4,0.3,0.7,0.5,1,0.3983050847457627,8.5
40,11.1,3.9,38.9,0.4,39.5,1.0,80.0,0.8,1.2,0.5,0.3,0.5,0.4,0,0.35135135135135137,6.8
19,10.9,2.7,29.2,0.5,22.0,0.3,50.0,0.6,1.5,0.9,0.3,0.1,0.4,1,0.24770642201834864,5.8
76,27.7,13.8,42.3,1.3,34.3,2.8,84.0,0.4,2.1,2.6,0.6,0.3,2.1,0,0.4981949458483755,17.700000000000003
60,10.2,3.1,51.8,0.0,0.0,0.8,69.1,0.9,1.1,0.1,0.2,0.7,0.5,1,0.303921568627451,5.6
51,8.4,1.9,43.0,0.0,0.0,0.5,68.6,0.6,1.1,0.2,0.2,0.1,0.3,0,0.22619047619047616,3.8
37,8.2,2.4,36.5,0.3,40.0,0.5,85.7,0.3,0.7,0.8,0.3,0.0,0.6,0,0.29268292682926833,3.7999999999999994
80,34.6,20.3,43.0,0.7,28.8,4.9,87.3,0.9,3.5,2.4,1.0,0.9,2.9,1,0.5867052023121387,26.0
80,28.2,10.5,42.7,0.3,27.6,2.2,74.4,1.3,3.5,1.5,0.6,0.6,2.0,1,0.3723404255319149,15.900000000000002
78,27.8,8.5,48.5,0.5,32.8,0.8,74.1,1.2,5.0,1.2,1.0,1.4,0.7,1,0.3057553956834532,17.599999999999998
79,27.3,12.7,42.9,0.5,33.1,2.7,74.3,1.2,3.3,1.2,0.6,0.5,1.6,0,0.46520146520146516,17.9
53,26.1,9.4,42.8,0.6,33.0,1.7,73.2,0.4,2.2,4.2,0.8,0.0,1.7,1,0.36015325670498083,15.3
73,23.1,8.1,37.5,0.9,30.7,1.1,78.4,0.8,3.4,1.6,0.8,0.2,1.6,0,0.3506493506493506,13.3
59,24.4,8.8,38.1,1.3,33.2,0.8,82.5,0.3,2.7,1.3,0.4,0.1,1.1,1,0.3606557377049181,12.500000000000002
79,22.8,5.8,37.4,0.1,19.4,1.1,80.0,1.0,2.7,1.4,1.0,0.3,1.1,1,0.25438596491228066,11.100000000000001
74,21.0,8.2,53.9,0.1,31.6,1.0,73.8,1.6,2.6,0.8,1.0,0.1,0.9,1,0.3904761904761904,13.399999999999999
